VDID,SubAuthorityCode,BiDirectional,VDType,LocationType,DetectionType,PositionLon,PositionLat,RoadID,RoadName,RoadClass,LocationMile,RoadSection_Start,RoadSection_End,Link_LinkID,Link_Bearing,Link_RoadDirection,Link_LaneNum,Link_ActualLaneNum
VD-N3-S-156-O-NW-1-南下出口,NFB-CR,0,1,5,2,120.669588,24.399353,000030,國道3號,0,156K+800,苑裡交流道,大甲交流道,0000301031000K,S,S,1,1
VD-N3-S-156-O-NW-21-南下出口-苑裡,NFB-CR,0,1,5,2,120.668744,24.39766,000030,國道3號,0,156K+800,苑裡交流道,大甲交流道,0000301031010K,W,S,1,1
VD-N3-S-157.761-M-RS,NFB-CR,0,2,1,1,120.667607,24.388002,000030,國道3號,0,157K+761,苑裡交流道,大甲交流道,0000300015750B,S,S,3,3
VD-N3-S-158.020-M-大甲南地磅,NFB-CR,0,1,5,2,120.667031,24.385632,000030,國道3號,0,158K+020,苑裡交流道,大甲交流道,0000300015800B,S,S,1,1
VD-N3-S-161.105-M-LOOP,NFB-CR,0,1,5,1,120.661492,24.358338,000030,國道3號,0,161K+105,苑裡交流道,大甲交流道,0000300016100B,S,S,3,3
VD-N3-S-162.640-M-RS,NFB-CR,0,2,1,1,120.655989,24.345658,000030,國道3號,0,162K+640,苑裡交流道,大甲交流道,0000300016200B,SW,S,3,3
VD-N3-S-163.511-M-LOOP,NFB-CR,0,1,5,1,120.649907,24.340081,000030,國道3號,0,163K+511,苑裡交流道,大甲交流道,0000300016300B,SW,S,3,3
VD-N3-S-164-I-WS-1-南下入口1,NFB-CR,0,1,5,2,120.639815,24.336369,000030,國道3號,0,164K+200,大甲交流道,中港系統交流道,0000301032050B,W,S,2,2
VD-N3-S-164-I-WS-1X-南下入口2,NFB-CR,0,1,5,2,120.641362,24.336985,000030,國道3號,0,164K+200,大甲交流道,中港系統交流道,0000301032050B,W,S,2,2
VD-N3-S-164-I-WS-21-南下入口-大甲,NFB-CR,0,1,5,2,120.642018,24.337643,000030,國道3號,0,164K+200,大甲交流道,中港系統交流道,0000301032030B,S,S,1,1
VD-N3-S-164-O-NE-22-南下出口-外埔,NFB-CR,0,1,5,2,120.643972,24.337804,000030,國道3號,0,164K+200,大甲交流道,中港系統交流道,0000301032020B,SW,S,1,1
VD-N3-S-164-O-NW-21-南下出口-大甲,NFB-CR,0,1,5,2,120.644053,24.337976,000030,國道3號,0,164K+200,大甲交流道,中港系統交流道,0000301032010B,W,S,1,1
VD-N3-S-164.611-N-LOOP,NFB-CR,0,1,5,1,120.640005,24.336231,000030,國道3號,0,164K+611,大甲交流道,中港系統交流道,0000300016400B,W,S,3,3
VD-N3-S-166.681-M-RS,NFB-CR,0,2,1,1,120.623839,24.325453,000030,國道3號,0,166K+681,大甲交流道,中港系統交流道,0000300016600B,SW,S,3,3
VD-N3-S-167.600-M-LOOP,NFB-CR,0,1,5,1,120.620161,24.317782,000030,國道3號,0,167K+600,大甲交流道,中港系統交流道,0000300016700B,S,S,4,4
VD-N3-S-168.540-N-LOOP,NFB-CR,0,1,5,1,120.616022,24.310283,000030,國道3號,0,168K+540,大甲交流道,中港系統交流道,0000300016830B,SW,S,3,3
VD-N3-S-169.420-N-LOOP,NFB-CR,0,1,5,1,120.610555,24.305281,000030,國道3號,0,169K+420,中港系統交流道,清水服務區,0000300016900B,SW,S,3,3
VD-N3-S-170.478-M-RS,NFB-CR,0,2,1,1,120.603113,24.297752,000030,國道3號,0,170K+478,中港系統交流道,清水服務區,0000300017000B,SW,S,4,4
VD-N3-S-171.470-M-RS,NFB-CR,0,2,1,1,120.60147,24.288973,000030,國道3號,0,171K+470,中港系統交流道,清水服務區,0000300017100B,S,S,4,4
VD-N3-S-172.270-N-LOOP,NFB-CR,0,1,5,1,120.599489,24.282529,000030,國道3號,0,172K+270,中港系統交流道,清水服務區,0000300017200B,SW,S,4,4
VD-N3-S-172-R-ES-1-南下入口,NFB-CR,0,1,5,2,120.598095,24.281966,000030,國道3號,0,172K+400,清水服務區,沙鹿交流道,0000301084010B,NW,S,1,1
VD-N3-S-172-R-EN-1-南下出口,NFB-CR,0,1,5,2,120.599378,24.283203,000030,國道3號,0,172K+400,清水服務區,沙鹿交流道,0000301084000B,S,S,1,1
VD-N3-S-172.710-M-RS,NFB-CR,0,2,1,1,120.59673,24.278813,000030,國道3號,0,172K+710,清水服務區,沙鹿交流道,0000300017260B,SW,S,5,5
VD-N3-S-173.834-M-RS,NFB-CR,0,2,1,1,120.590997,24.270033,000030,國道3號,0,173K+834,清水服務區,沙鹿交流道,0000300017300B,SW,S,3,3
VD-N3-S-174.997-M-LOOP,NFB-CR,0,1,5,1,120.588516,24.25998,000030,國道3號,0,174K+997,清水服務區,沙鹿交流道,0000300017500B,S,S,3,3
VD-N3-S-176.027-N-LOOP,NFB-CR,0,1,5,1,120.590069,24.250778,000030,國道3號,0,176K+027,清水服務區,沙鹿交流道,0000300017600B,S,S,3,3
VD-N3-S-176-I-WS-21-南下入口-沙鹿,NFB-CR,0,1,5,2,120.589368,24.249642,000030,國道3號,0,176K+100,沙鹿交流道,龍井交流道,0000301034050B,E,S,1,1
VD-N3-S-176-I-WS-1X-南下入口2,NFB-CR,0,1,5,2,120.591077,24.247365,000030,國道3號,0,176K+100,沙鹿交流道,龍井交流道,0000301034060B,SE,S,2,2
VD-N3-S-176-I-WS-1-南下入口1,NFB-CR,0,1,5,2,120.591664,24.24647,000030,國道3號,0,176K+100,沙鹿交流道,龍井交流道,0000301034060B,SE,S,2,2
VD-N3-S-176-O-NW-1-南下出口,NFB-CR,0,1,5,2,120.588895,24.252899,000030,國道3號,0,176K+100,沙鹿交流道,龍井交流道,0000301034000B,S,S,1,1
VD-N3-S-176-O-NW-21-南下出口-沙鹿,NFB-CR,0,1,5,2,120.5887,24.250532,000030,國道3號,0,176K+100,沙鹿交流道,龍井交流道,0000301034010B,SW,S,1,1
VD-N3-S-177.160-M-RS,NFB-CR,0,2,1,1,120.593688,24.241239,000030,國道3號,0,177K+160,沙鹿交流道,龍井交流道,0000300017700B,S,S,5,5
VD-N3-S-178.320-M-RS,NFB-CR,0,2,1,1,120.591802,24.231034,000030,國道3號,0,178K+320,沙鹿交流道,龍井交流道,0000300017800B,SW,S,4,4
VD-N3-S-179.372-M-RS,NFB-CR,0,2,1,1,120.5869,24.222713,000030,國道3號,0,179K+372,沙鹿交流道,龍井交流道,0000300017900B,S,S,3,3
VD-N3-S-180.417-M-LOOP,NFB-CR,0,1,5,1,120.583936,24.213652,000030,國道3號,0,180K+417,沙鹿交流道,龍井交流道,0000300018000B,S,S,3,3
VD-N3-S-182.647-N-LOOP,NFB-CR,0,1,5,1,120.57334,24.196231,000030,國道3號,0,182K+647,沙鹿交流道,龍井交流道,0000300018240B,SW,S,3,3
VD-N3-S-182-I-WS-21X-南下入口2-龍井,NFB-CR,0,1,5,2,120.571208,24.196537,000030,國道3號,0,182K+800,龍井交流道,和美交流道,0000301035070B,S,S,1,1
VD-N3-S-182-I-ES-22X-南下入口2-台中,NFB-CR,0,1,5,2,120.572135,24.197037,000030,國道3號,0,182K+800,龍井交流道,和美交流道,0000301035030B,E,S,1,1
VD-N3-S-182-I-ES-22-南下入口1-台中,NFB-CR,0,1,5,2,120.57294,24.19723,000030,國道3號,0,182K+800,龍井交流道,和美交流道,0000301035030B,E,S,1,1
VD-N3-S-182-O-NW-21-南下出口-龍井,NFB-CR,0,1,5,2,120.573039,24.197374,000030,國道3號,0,182K+800,龍井交流道,和美交流道,0000301035010B,W,S,1,1
VD-N3-S-182-I-WS-21-南下入口1-龍井,NFB-CR,0,1,5,2,120.570392,24.194903,000030,國道3號,0,182K+800,龍井交流道,和美交流道,0000301035070B,S,S,1,1
VD-N3-S-182-O-NE-22-南下出口-台中,NFB-CR,0,1,5,2,120.570562,24.195497,000030,國道3號,0,182K+800,龍井交流道,和美交流道,0000301035050B,NE,S,1,1
VD-N3-S-183.832-M-RS,NFB-CR,0,2,1,1,120.563331,24.191268,000030,國道3號,0,183K+832,龍井交流道,和美交流道,0000300018370B,W,S,3,3
VD-N3-S-184.846-M-RS,NFB-CR,0,2,1,1,120.554337,24.187491,000030,國道3號,0,184K+846,龍井交流道,和美交流道,0000300018400B,SW,S,3,3
VD-N3-S-185.960-M-RS,NFB-CR,0,2,1,1,120.548655,24.178608,000030,國道3號,0,185K+960,龍井交流道,和美交流道,0000300018500B,SW,S,3,3
VD-N3-S-187.112-M-RS,NFB-CR,0,2,1,1,120.540508,24.172228,000030,國道3號,0,187K+112,龍井交流道,和美交流道,0000300018700B,SW,S,3,3
VD-N3-S-188.515-M-RS,NFB-CR,0,2,1,1,120.530515,24.163639,000030,國道3號,0,188K+515,龍井交流道,和美交流道,0000300018800B,SW,S,3,3
VD-N3-S-189.722-M-RS,NFB-CR,0,2,1,1,120.522304,24.155849,000030,國道3號,0,189K+722,龍井交流道,和美交流道,0000300018900B,SW,S,3,3
VD-N3-S-190.877-M-LOOP,NFB-CR,0,1,5,1,120.519153,24.146515,000030,國道3號,0,190K+877,龍井交流道,和美交流道,0000300019000N,S,S,4,4
VD-N3-S-191-I-ES-21X-南下入口2-和美,NFB-CR,0,1,5,2,120.5219,24.137623,000030,國道3號,0,191K+600,和美交流道,彰化系統交流道,0000301036090N,NW,S,1,1
VD-N3-S-191-I-WS-22-南下入口1-龍井,NFB-CR,0,1,5,2,120.51801,24.14035,000030,國道3號,0,191K+600,和美交流道,彰化系統交流道,0000301036070N,SE,S,1,1
VD-N3-S-191-I-WS-22-南下入口-龍井,NFB-CR,0,1,5,2,120.520534,24.138292,000030,國道3號,0,191K+600,和美交流道,彰化系統交流道,0000301036070N,SE,S,1,1
VD-N3-S-191-I-ES-21-南下入口1-和美,NFB-CR,0,1,5,2,120.520435,24.137947,000030,國道3號,0,191K+600,和美交流道,彰化系統交流道,0000301036090N,NW,S,1,1
VD-N3-S-191-O-NW-22-南下出口-龍井,NFB-CR,0,1,5,2,120.519558,24.140521,000030,國道3號,0,191K+600,和美交流道,彰化系統交流道,0000301036010N,N,S,1,1
VD-N3-S-191-O-NE-21-南下出口-和美,NFB-CR,0,1,5,2,120.520496,24.140365,000030,國道3號,0,191K+600,和美交流道,彰化系統交流道,0000301036020N,SE,S,1,1
VD-N1-S-192-O-NW-1-南下出口,NFB-CR,0,1,5,2,120.555451,24.101007,000010,國道3號,0,191K+600,和美交流道,彰化系統交流道,0000101044000N,W,S,1,1
VD-N3-S-191.982-N-LOOP,NFB-CR,0,1,5,1,120.52277,24.136659,000030,國道3號,0,191K+982,和美交流道,彰化系統交流道,0000300019200N,SE,S,3,3
VD-N3-S-193.092-M-RS,NFB-CR,0,2,1,1,120.527844,24.127788,000030,國道3號,0,193K+092,和美交流道,彰化系統交流道,0000300019300N,SE,S,3,3
VD-N3-S-194.330-M-RS,NFB-CR,0,2,1,1,120.535955,24.119485,000030,國道3號,0,194K+330,和美交流道,彰化系統交流道,0000300019400N,SE,S,3,3
VD-N3-S-196.620-N-LOOP,NFB-CR,0,1,5,1,120.55362,24.10726,000030,國道3號,0,196K+620,和美交流道,彰化系統交流道,0000300019640N,E,S,3,3
VD-N1-S-192-I-ES-1X-南下入口2,NFB-CR,0,1,5,2,120.553442,24.100765,000010,國道3號,0,196K+800,彰化系統交流道,快官交流道,0000101044040N,SW,S,2,2
VD-N3-S-196-I-NS-1-南下入口-快官,NFB-CR,0,1,5,2,120.55483,24.105785,000030,國道3號,0,196K+800,彰化系統交流道,快官交流道,0000301037070N,E,S,2,2
VD-N1-S-192-I-ES-1-南下入口1,NFB-CR,0,1,5,2,120.551051,24.098769,000010,國道3號,0,196K+800,彰化系統交流道,快官交流道,0000101044040N,SW,S,2,2
VD-N3-S-196-I-WS-1X-南下入口2,NFB-CR,0,1,5,2,120.557822,24.105957,000030,國道3號,0,196K+800,彰化系統交流道,快官交流道,0000301037070N,E,S,2,2
VD-N3-S-196-O-NW-1-南下出口,NFB-CR,0,1,5,2,120.552653,24.107396,000030,國道3號,0,196K+800,彰化系統交流道,快官交流道,0000301037000N,SE,S,2,2
VD-N1-S-192-C-S-1-入口-集散道,NFB-CR,0,1,5,2,120.553847,24.103029,000010,國道3號,0,196K+800,彰化系統交流道,快官交流道,0000101044010N,N,S,3,3
VD-N3-S-197.742-M-RS,NFB-CR,0,2,1,1,120.564701,24.105305,000030,國道3號,0,197K+742,彰化系統交流道,快官交流道,0000300019760N,E,S,4,4
VD-N3-S-198.710-M-LOOP,NFB-CR,0,1,5,1,120.573988,24.103978,000030,國道3號,0,198K+710,彰化系統交流道,快官交流道,0000300019800N,E,S,3,3
VD-N3-S-199.662-M-LOOP,NFB-CR,0,1,5,1,120.582582,24.100729,000030,國道3號,0,199K+662,彰化系統交流道,快官交流道,0000300019900N,SE,S,3,3
VD-N3-S-200.582-M-LOOP,NFB-CR,0,1,5,1,120.591004,24.098622,000030,國道3號,0,200K+582,彰化系統交流道,快官交流道,0000300020000N,E,S,4,4
VD-N3-S-201.532-N-LOOP,NFB-CR,0,1,5,1,120.599861,24.095208,000030,國道3號,0,201K+532,彰化系統交流道,快官交流道,0000300020120N,SE,S,3,3
VD-N3-S-201.972-N-LOOP,NFB-CR,0,1,5,1,120.603145,24.092571,000030,國道3號,0,201K+972,彰化系統交流道,快官交流道,0000300020200N,SE,S,3,3
VD-N3-S-202-I-ES-21-南下入口1-台中,NFB-CR,0,1,5,2,120.604701,24.090383,000030,國道3號,0,202K+100,快官交流道,烏日交流道,0000301038070N,SE,S,1,1
VD-N3-S-202-I-WS-22-南下入口1-彰化,NFB-CR,0,1,5,2,120.605231,24.090513,000030,國道3號,0,202K+100,快官交流道,烏日交流道,0000301038100N,E,S,1,1
VD-N3-S-202-I-WS-22X-南下入口2-彰化,NFB-CR,0,1,5,2,120.603685,24.090975,000030,國道3號,0,202K+100,快官交流道,烏日交流道,0000301038100N,E,S,1,1
VD-N3-S-202-I-ES-21X-南下入口2-台中,NFB-CR,0,1,5,2,120.60231,24.091694,000030,國道3號,0,202K+100,快官交流道,烏日交流道,0000301038070N,SE,S,1,1
VD-N3-S-202-O-EW-0-南下出口-彰化,NFB-CR,0,1,5,2,120.605076,24.09018,000030,國道3號,0,202K+100,快官交流道,烏日交流道,0000301038070N,SE,S,1,1
VD-N3-S-202-O-NW-22-南下出口-彰化,NFB-CR,0,1,5,2,120.601587,24.093737,000030,國道3號,0,202K+100,快官交流道,烏日交流道,0000301038020N,SE,S,1,1
VD-N3-S-202-O-NE-21-南下出口-台中,NFB-CR,0,1,5,2,120.601333,24.093513,000030,國道3號,0,202K+100,快官交流道,烏日交流道,0000301038010N,SE,S,2,2
VD-N3-S-202-O-WE-0-南下出口-彰化,NFB-CR,0,1,5,2,120.601782,24.092126,000030,國道3號,0,202K+100,快官交流道,烏日交流道,0000301038060N,S,S,1,1
VD-N3-S-202.472-N-LOOP,NFB-CR,0,1,5,1,120.60678,24.089415,000030,國道3號,0,202K+472,快官交流道,烏日交流道,0000300020200N,SE,S,3,3
VD-N3-S-203.669-M-RS,NFB-CR,0,2,1,1,120.616315,24.083502,000030,國道3號,0,203K+669,快官交流道,烏日交流道,0000300020330N,SE,S,3,3
VD-N3-S-204.581-M-LOOP,NFB-CR,0,1,5,1,120.625144,24.082338,000030,國道3號,0,204K+581,快官交流道,烏日交流道,0000300020400B,E,S,3,3
VD-N3-S-206.591-M-LOOP,NFB-CR,0,1,5,1,120.639473,24.070389,000030,國道3號,0,206K+591,快官交流道,烏日交流道,0000300020600B,SE,S,3,3
VD-N3-S-207.051-N-LOOP,NFB-CR,0,1,5,1,120.64365,24.068709,000030,國道3號,0,207K+051,快官交流道,烏日交流道,0000300020700B,E,S,3,3
VD-N3-S-207-I-WS-31-南下入口2-縣道127,NFB-CR,0,1,5,2,120.646395,24.066663,000030,國道3號,0,207K+300,烏日交流道,中投交流道,0000301039030B,NE,S,1,1
VD-N3-S-207-I-WS-22-南下入口-烏日,NFB-CR,0,1,5,2,120.646902,24.067307,000030,國道3號,0,207K+300,烏日交流道,中投交流道,0000301039030B,NE,S,1,1
VD-N3-S-207-I-ES-21X-南下入口2-台中,NFB-CR,0,1,5,2,120.644833,24.068969,000030,國道3號,0,207K+300,烏日交流道,中投交流道,0000301039040B,SE,S,2,2
VD-N3-S-207-I-ES-21-南下入口1-台中,NFB-CR,0,1,5,2,120.646734,24.067532,000030,國道3號,0,207K+300,烏日交流道,中投交流道,0000301039040B,SE,S,2,2
VD-N3-S-207-O-NW-1-南下出口,NFB-CR,0,1,5,2,120.643428,24.068364,000030,國道3號,0,207K+300,烏日交流道,中投交流道,0000301039000B,SE,S,1,1
VD-N3-S-207-O-NW-21-南下出口-烏日,NFB-CR,0,1,5,2,120.645766,24.067101,000030,國道3號,0,207K+300,烏日交流道,中投交流道,0000301039010B,SE,S,1,1
VD-N3-S-207.541-N-LOOP,NFB-CR,0,1,5,1,120.64833,24.068018,000030,國道3號,0,207K+541,烏日交流道,中投交流道,0000300020700B,E,S,3,3
VD-N3-S-207.902-M-RS,NFB-CR,0,2,1,1,120.652003,24.067756,000030,國道3號,0,207K+902,烏日交流道,中投交流道,0000301039050B,E,S,4,4
VD-N3-S-207.992-M-LOOP,NFB-CR,0,1,5,1,120.652226,24.067742,000030,國道3號,0,207K+992,烏日交流道,中投交流道,0000300020800B,E,S,4,4
VD-N3-S-208.691-N-LOOP,NFB-CR,0,1,5,1,120.659549,24.066355,000030,國道3號,0,208K+691,烏日交流道,中投交流道,0000300020850B,E,S,3,3
VD-N3-S-209-I-WS-1X-南下入口2,NFB-CR,0,1,5,2,120.663448,24.064202,000030,國道3號,0,209K+000,中投交流道,霧峰交流道,0000301040010B,E,S,2,2
VD-N3-S-209-I-WS-1-南下入口1,NFB-CR,0,1,5,2,120.666292,24.063499,000030,國道3號,0,209K+000,中投交流道,霧峰交流道,0000301040010B,E,S,2,2
VD-N3-S-209-O-NW-1-南下出口,NFB-CR,0,1,5,2,120.658572,24.066547,000030,國道3號,0,209K+000,中投交流道,霧峰交流道,0000301040000B,E,S,1,1
VD-N3-S-209.101-N-LOOP,NFB-CR,0,1,5,1,120.662512,24.065368,000030,國道3號,0,209K+101,中投交流道,霧峰交流道,0000300020900B,SE,S,3,3
VD-N3-S-209.809-M-LOOP,NFB-CR,0,1,5,1,120.669337,24.061853,000030,國道3號,0,209K+809,中投交流道,霧峰交流道,0000300021000B,SE,S,4,4
VD-N3-S-210.254-M-LOOP,NFB-CR,0,1,5,1,120.672618,24.059382,000030,國道3號,0,210K+254,中投交流道,霧峰交流道,0000300021000B,SE,S,3,3
VD-N3-S-211-I-ES-1-南下入口,NFB-CR,0,1,5,2,120.678546,24.04892,000030,國道3號,0,211K+300,霧峰交流道,霧峰系統交流道,0000301041040B,SW,S,1,1
VD-N3-S-211-I-ES-1-南向入口-霧峰交流道,NFB-CR,0,1,5,2,120.681255,24.051714,000030,國道3號,0,211K+300,霧峰交流道,霧峰系統交流道,0000301041040B,SW,S,1,1
VD-N3-S-211-O-NE-1-南下出口,NFB-CR,0,1,5,2,120.676152,24.055158,000030,國道3號,0,211K+300,霧峰交流道,霧峰系統交流道,0000301041000B,SE,S,2,2
VD-N3-S-211.391-N-LOOP,NFB-CR,0,1,5,1,120.678458,24.050861,000030,國道3號,0,211K+391,霧峰交流道,霧峰系統交流道,0000300021100B,S,S,3,3
VD-N3-S-211.590-N-LOOP,NFB-CR,0,1,5,1,120.67885,24.049082,000030,國道3號,0,211K+590,霧峰交流道,霧峰系統交流道,0000300021100B,S,S,3,3
VD-N3-S-212.151-N-LOOP,NFB-CR,0,1,5,1,120.678756,24.044013,000030,國道3號,0,212K+151,霧峰交流道,霧峰系統交流道,0000300021200B,S,S,3,3
VD-N3-S-212.864-M-RS,NFB-CR,0,2,1,1,120.676295,24.038035,000030,國道3號,0,212K+864,霧峰交流道,霧峰系統交流道,0000300021250B,S,S,5,5
VD-N3-S-213.576-M-LOOP,NFB-CR,0,1,5,1,120.672571,24.032674,000030,國道3號,0,213K+576,霧峰交流道,霧峰系統交流道,0000300021300B,SW,S,5,5
VD-N3-S-214.314-N-LOOP,NFB-CR,0,1,5,1,120.668509,24.027166,000030,國道3號,0,214K+314,霧峰系統交流道,草屯交流道,0000300021410B,SW,S,4,4
VD-N3-S-215.081-M-RS,NFB-CR,0,2,1,1,120.664182,24.021384,000030,國道3號,0,215K+081,霧峰系統交流道,草屯交流道,0000300021510N,SW,S,4,4
VD-N3-S-216.471-M-LOOP,NFB-CR,0,1,5,1,120.657139,24.010709,000030,國道3號,0,216K+471,霧峰系統交流道,草屯交流道,0000300021600N,SW,S,5,5
VD-N3-S-216.951-N-LOOP,NFB-CR,0,1,5,1,120.653987,24.007669,000030,國道3號,0,216K+951,霧峰系統交流道,草屯交流道,0000300021680N,SW,S,4,4
VD-N3-S-217-I-WS-1-南下入口1,NFB-CR,0,1,5,2,120.651084,24.004589,000030,國道3號,0,217K+200,草屯交流道,中興系統交流道,0000301043070M,S,S,1,1
VD-N3-S-217-I-WS-1X-南下入口2,NFB-CR,0,1,5,2,120.650813,24.005538,000030,國道3號,0,217K+200,草屯交流道,中興系統交流道,0000301043070M,S,S,2,2
VD-N3-S-217-I-WS-21-南下入口-芬園,NFB-CR,0,1,5,2,120.650767,24.006764,000030,國道3號,0,217K+200,草屯交流道,中興系統交流道,0000301043040M,S,S,1,1
VD-N3-S-217-O-NE-21-南下出口-草屯,NFB-CR,0,1,5,2,120.652329,24.006976,000030,國道3號,0,217K+200,草屯交流道,中興系統交流道,0000301043030M,S,S,2,2
VD-N3-S-217-O-NW-22-南下出口-芬園,NFB-CR,0,1,5,2,120.652332,24.007154,000030,國道3號,0,217K+200,草屯交流道,中興系統交流道,0000301043020M,W,S,1,1
VD-N3-S-217.431-N-LOOP,NFB-CR,0,1,5,1,120.651347,24.003929,000030,國道3號,0,217K+431,草屯交流道,中興系統交流道,0000300021700M,SW,S,4,4
VD-N3-S-219.011-M-RS,NFB-CR,0,2,1,1,120.652092,23.990111,000030,國道3號,0,219K+011,草屯交流道,中興系統交流道,0000300021900M,S,S,4,4
VD-N3-S-220.101-M-RS,NFB-CR,0,2,1,1,120.651948,23.980348,000030,國道3號,0,220K+101,草屯交流道,中興系統交流道,0000300022000M,S,S,4,4
VD-N3-S-221.531-M-LOOP,NFB-CR,0,1,5,1,120.6486,23.967944,000030,國道3號,0,221K+531,草屯交流道,中興系統交流道,0000300022100M,S,S,4,4
VD-N3-S-222.491-N-LOOP,NFB-CR,0,1,5,1,120.652144,23.960575,000030,國道3號,0,222K+491,草屯交流道,中興系統交流道,0000300022260M,SE,S,4,4
VD-N3-S-222-I-WS-1-南下入口,NFB-CR,0,1,5,2,120.657367,23.956966,000030,國道3號,0,222K+500,中興系統交流道,中興交流道,0000301044010M,NE,S,1,1
VD-N3-S-222-O-NW-1-南下出口,NFB-CR,0,1,5,2,120.652254,23.960328,000030,國道3號,0,222K+500,中興系統交流道,中興交流道,0000301044000M,S,S,1,1
VD-N3-S-223-I-ES-南下入口-中興系統,NFB-CR,0,1,5,2,120.65562272,23.95744106,000030,國道3號,0,222K+500,中興系統交流道,中興交流道,0000301044020M,E,S,1,1
VD-N3-S-222.991-N-LOOP,NFB-CR,0,1,5,1,120.656492,23.957461,000030,國道3號,0,222K+991,中興系統交流道,中興交流道,0000300022300M,SE,S,4,4
VD-N3-S-223.140-M-LOOP,NFB-CR,0,1,5,1,120.66113,23.955514,000030,國道3號,0,223K+140,中興系統交流道,中興交流道,0000300022340M,SE,S,5,5
VD-N3-S-223.511-M-RS,NFB-CR,0,2,1,1,120.661155,23.955501,000030,國道3號,0,223K+511,中興系統交流道,中興交流道,0000300022340M,SE,S,4,4
VD-N3-S-224.191-N-LOOP,NFB-CR,0,1,5,1,120.666575,23.952028,000030,國道3號,0,224K+191,中興系統交流道,中興交流道,0000300022400M,SE,S,3,3
VD-N3-S-224-I-WS-21-南下入口-南投,NFB-CR,0,1,5,2,120.66894,23.946814,000030,國道3號,0,224K+700,中興交流道,南投交流道,0000301045080M,SE,S,1,1
VD-N3-S-224-I-ES-22-南下入口-中興,NFB-CR,0,1,5,2,120.667136,23.949973,000030,國道3號,0,224K+700,中興交流道,南投交流道,0000301045030M,NE,S,1,1
VD-N3-S-224-O-NW-21-南下出口-南投,NFB-CR,0,1,5,2,120.666914,23.950361,000030,國道3號,0,224K+700,中興交流道,南投交流道,0000301045010M,SW,S,1,1
VD-N3-S-224-O-NE-22-南下出口-中興,NFB-CR,0,1,5,2,120.668646,23.947279,000030,國道3號,0,224K+700,中興交流道,南投交流道,0000301045050M,NW,S,1,1
VD-N3-S-224.871-N-LOOP,NFB-CR,0,1,5,1,120.670027,23.946778,000030,國道3號,0,224K+871,中興交流道,南投交流道,0000300022500M,SE,S,3,3
VD-N3-S-226.399-M-LOOP,NFB-CR,0,1,5,1,120.678631,23.935718,000030,國道3號,0,226K+399,中興交流道,南投交流道,0000300022600M,SE,S,3,3
VD-N3-S-228.002-N-LOOP,NFB-CR,0,1,5,1,120.684176,23.922394,000030,國道3號,0,228K+002,中興交流道,南投交流道,0000300022800M,SE,S,3,3
VD-N3-S-228-I-WS-1-南下入口-南投,NFB-CR,0,1,5,2,120.68478,23.92161,000030,國道3號,0,228K+600,南投交流道,南投服務區,0000301046010M,SE,S,1,1
VD-N3-S-228-O-NS-1-南下出口-南投,NFB-CR,0,1,5,2,120.681037,23.927353,000030,國道3號,0,228K+600,南投交流道,南投服務區,0000301046000M,S,S,1,1
VD-N3-S-229.483-M-RS,NFB-CR,0,2,1,1,120.694497,23.91311,000030,國道3號,0,229K+483,南投交流道,南投服務區,0000300022920M,SE,S,3,3
VD-N3-S-231.136-N-LOOP,NFB-CR,0,1,5,1,120.705199,23.902584,000030,國道3號,0,231K+136,南投交流道,南投服務區,0000300023120M,SE,S,3,3
VD-N3-S-231-R-ES-1-南下入口,NFB-CR,0,1,5,2,120.707716,23.899694,000030,國道3號,0,231K+400,南投服務區,名間交流道,0000301085010M,SE,S,1,1
VD-N3-S-231-R-NE-1-南下出口,NFB-CR,0,1,5,2,120.708296,23.900868,000030,國道3號,0,231K+400,南投服務區,名間交流道,0000301085000M,SE,S,1,1
VD-N3-S-231.645-N-LOOP,NFB-CR,0,1,5,1,120.708566,23.899567,000030,國道3號,0,231K+645,南投服務區,名間交流道,0000300023120M,SE,S,3,3
VD-N3-S-233.201-M-RS,NFB-CR,0,2,1,1,120.709768,23.886004,000030,國道3號,0,233K+201,南投服務區,名間交流道,0000300023300M,S,S,3,3
VD-N3-S-234.891-M-RS,NFB-CR,0,2,1,1,120.705362,23.871247,000030,國道3號,0,234K+891,南投服務區,名間交流道,0000300023400M,S,S,4,4
VD-N3-S-235.741-M-LOOP,NFB-CR,0,1,5,1,120.702903,23.863926,000030,國道3號,0,235K+741,南投服務區,名間交流道,0000300023500M,S,S,4,4
VD-N3-S-237-I-WS-1X-南下入口2,NFB-CR,0,1,5,2,120.701219,23.851245,000030,國道3號,0,236K+800,名間交流道,竹山交流道,0000301047050M,SE,S,1,1
VD-N3-S-237-I-WS-1-南下入口1,NFB-CR,0,1,5,2,120.703117,23.849618,000030,國道3號,0,236K+800,名間交流道,竹山交流道,0000301047050M,SE,S,1,1
VD-N3-S-237-O-NW-1-南下出口,NFB-CR,0,1,5,2,120.701753,23.853246,000030,國道3號,0,236K+800,名間交流道,竹山交流道,0000301047000M,S,S,1,1
VD-N3-S-236.916-N-LOOP,NFB-CR,0,1,5,1,120.702192,23.853402,000030,國道3號,0,236K+916,名間交流道,竹山交流道,0000300023700M,S,S,4,4
